DATE,Adj_Close,M2,M2_adj,CPI,CPI_adj,unemployment,GDP,bank_borrow,asset_mean,Days_From_2000
2020-08-01,3500.31,18315.1,18346.0,0.315321052408127,259.411,8.4,21362.428,-3.8,6975892.25,7518.0
2020-07-01,3271.12,18248.1,18286.3,0.505824350167009,258.278,10.2,21362.428,-28.9,6960429.4,7487.0
2020-06-01,3100.29,18099.1,18131.7,0.547204692777511,256.986,11.0,19636.731,-100.4,7127786.25,7457.0
2020-05-01,3044.31,17762.5,17851.1,0.0019501616684046,255.868,13.2,19636.731,-99.9,6947555.25,7426.0
2020-04-01,2912.43,17097.7,16997.6,-0.668694186699718,256.092,14.7,19636.731,15.0,6298340.0,7396.0
2020-03-01,2584.59,16051.5,15978.7,-0.217645103178479,258.124,4.4,21538.032,134.4,4618977.0,7365.0
2020-02-01,2954.22,15382.3,15450.3,0.274061813149543,259.248,3.5,21538.032,-0.2,4169900.75,7336.0
2020-01-01,3225.52,15397.1,15396.0,0.387976993781487,259.037,3.5,21538.032,-14.5,4159312.4,7305.0
2019-12-01,3230.78,15412.5,15320.7,-0.0909769525053793,258.616,3.6,21706.532,2.4,4115957.5,7274.0
2019-11-01,3140.98,15259.4,15242.2,-0.0536243034669465,257.803,3.6,21706.532,-0.7,4042612.25,7244.0
2019-10-01,3037.56,15112.2,15140.8,0.228619055223,257.244,3.6,21706.532,-16.0,3970156.0,7213.0
2019-09-01,2976.74,14986.8,15008.1,0.0783448576930001,256.511,3.5,21531.839,-2.3,3808397.75,7183.0
2019-08-01,2926.46,14896.1,14914.6,-0.0050668236082818,256.059,3.7,21531.839,1.5,3773093.25,7152.0
2019-07-01,2980.38,14814.4,14840.6,0.167094162245338,255.685,3.7,21531.839,9.5,3803776.8,7121.0
2019-06-01,2941.76,14734.8,14757.7,0.0199147181481604,255.159,3.6,21272.448,7.9,3842108.25,7091.0
2019-05-01,2752.06,14575.0,14643.2,0.212875858938411,255.29,3.7,21272.448,-1.6,3871707.0,7060.0
2019-04-01,2945.83,14623.0,14541.0,0.529500161289074,255.211,3.6,21272.448,-9.1,3933098.25,7030.0
2019-03-01,2834.4,14572.5,14509.9,0.564135835680577,254.202,3.8,21013.085,-4.8,3964764.5,6999.0
2019-02-01,2784.49,14401.9,14469.9,0.422705314009692,253.322,3.8,21013.085,-8.7,4002697.75,6971.0
2019-01-01,2704.1,14423.8,14430.0,0.190659666524684,252.718,4.0,21013.085,4.6,4050343.0,6940.0
2018-12-01,2506.85,14448.8,14362.7,-0.319396281513109,252.767,3.9,20819.269,-6.2,4083567.0,6909.0
2018-11-01,2760.17,14255.1,14236.8,-0.334934851810097,252.594,3.8,20819.269,-1.4,4122799.0,6879.0
2018-10-01,2711.74,14201.4,14222.5,0.176676345572587,252.772,3.8,20819.269,11.8,4167971.4,6848.0
2018-09-01,2913.98,14199.5,14212.9,0.116202517589025,252.182,3.7,20687.278,-2.5,4205069.0,6818.0
2018-08-01,2901.52,14164.9,14181.3,0.0555542328357295,251.663,3.8,20687.278,-25.4,4238067.8,6787.0
2018-07-01,2816.29,14109.6,14139.2,0.0067463262285171,251.214,3.8,20687.278,-18.2,4287565.25,6756.0
2018-06-01,2718.37,14074.7,14103.6,0.159387570154372,251.018,4.0,20470.197,-1.1,4316371.0,6726.0
2018-05-01,2705.27,13980.4,14047.2,0.4158916925435,250.792,3.8,20470.197,9.7,4343353.0,6695.0
2018-04-01,2648.05,14069.5,13988.8,0.397509156334893,250.227,4.0,20470.197,-18.5,4382144.25,6665.0
2018-03-01,2640.87,14031.0,13970.2,0.226112590414904,249.577,4.0,20155.486,-36.1,4399193.75,6634.0
2018-02-01,2713.83,13849.1,13912.3,0.45346899748655,249.529,4.1,20155.486,5.9,4415167.25,6606.0
2018-01-01,2823.81,13863.1,13869.7,0.544774545277541,248.859,4.0,20155.486,5.5,4437893.4,6575.0
2017-12-01,2673.61,13945.0,13857.9,-0.05878322772623,247.805,4.1,19894.75,9.4,4446506.0,6544.0
2017-11-01,2647.58,13819.9,13799.9,0.0024324685907436,247.284,4.2,19894.75,7.9,4450387.0,6514.0
2017-10-01,2575.26,13750.7,13770.1,-0.0632042103727646,246.626,4.2,19894.75,-12.5,4462669.25,6483.0
2017-09-01,2519.36,13705.5,13717.9,0.529490589323034,246.435,4.3,19561.896,-4.2,4459721.25,6453.0
2017-08-01,2471.65,13653.7,13673.7,0.299445229710857,245.183,4.4,19561.896,32.2,4462999.4,6422.0
2017-07-01,2470.3,13584.4,13618.7,-0.0689922638852295,244.243,4.3,19561.896,20.5,4469040.25,6391.0
2017-06-01,2423.41,13522.1,13559.2,0.0907111014861139,244.163,4.3,19304.506,2.2,4469079.0,6361.0
2017-05-01,2411.8,13474.1,13538.1,0.0854721826896363,244.004,4.4,19304.506,-1.2,4468515.8,6330.0
2017-04-01,2384.2,13565.0,13484.9,0.296553336532688,244.193,4.4,19304.506,-3.1,4477134.5,6300.0
2017-03-01,2362.72,13491.7,13426.9,0.0812797871947232,243.892,4.4,19148.194,-14.7,4467057.8,6269.0
2017-02-01,2363.64,13305.6,13358.8,0.314611738641666,244.006,4.6,19148.194,20.6,4458373.75,6241.0
2017-01-01,2278.87,13281.6,13283.4,0.582772789025459,243.618,4.7,19148.194,-2.0,4454801.5,6210.0
2016-12-01,2238.83,13299.9,13213.4,0.0327321392317517,242.637,4.7,18968.041,0.9,4460032.75,6179.0
2016-11-01,2198.81,13191.8,13173.4,-0.155546086733514,242.026,4.7,18968.041,-5.8,4454779.2,6149.0
2016-10-01,2126.15,13079.4,13100.5,0.124674851301432,241.741,4.9,18968.041,-4.8,4459703.25,6118.0
2016-09-01,2168.27,13016.2,13033.6,0.240399586462898,241.176,5.0,18775.459,-1.3,4466515.75,6088.0
2016-08-01,2170.95,12946.7,12972.8,0.0918430107884498,240.545,4.9,18775.459,1.9,4466789.0,6057.0
2016-07-01,2173.6,12850.1,12887.7,-0.161813640474981,240.101,4.8,18775.459,11.4,4472069.5,6026.0
2016-06-01,2098.86,12789.0,12829.4,0.328436616728188,240.222,4.9,18611.617,-3.7,4469248.6,5996.0
2016-05-01,2096.95,12708.4,12766.2,0.404579099811517,239.557,4.8,18611.617,10.2,4472633.25,5965.0
2016-04-01,2065.3,12778.6,12700.4,0.4741067979104,238.992,5.1,18611.617,5.7,4487148.5,5935.0
2016-03-01,2059.74,12684.8,12616.7,0.430600014339268,238.08,5.0,18425.306,9.1,4484319.6,5904.0
2016-02-01,1932.23,12517.1,12556.7,0.0823076533454985,237.336,4.9,18425.306,15.4,4485799.5,5875.0
2016-01-01,1940.24,12478.4,12469.9,0.165310220906868,237.652,4.8,18425.306,5.0,4489872.5,5844.0
2015-12-01,2043.94,12427.3,12346.8,-0.341709643711866,237.761,5.0,18332.079,2.2,4486241.6,5813.0
2015-11-01,2080.41,12297.9,12284.6,-0.211068037908146,238.017,5.1,18332.079,-1.0,4486380.75,5783.0
2015-10-01,2079.36,12171.5,12195.9,-0.0449683750446447,237.733,5.0,18332.079,56.2,4495400.0,5752.0
2015-09-01,1920.03,12138.2,12160.8,-0.155675657530359,237.498,5.0,18306.96,-23.1,4484700.6,5722.0
2015-08-01,1972.18,12070.4,12101.9,-0.141627628281935,238.033,5.1,18306.96,1.6,4484473.0,5691.0
2015-07-01,2103.84,12012.9,12051.3,0.0067047159295661,238.034,5.2,18306.96,-0.6,4488001.4,5660.0
2015-06-01,2063.11,11962.5,12001.7,0.350286999852812,237.657,5.3,18193.707,2.3,4479059.25,5630.0
2015-05-01,2107.39,11907.9,11957.9,0.509723202549469,237.001,5.6,18193.707,3.3,4479564.0,5599.0
2015-04-01,2085.51,12004.7,11928.9,0.203287325458769,236.222,5.4,18193.707,10.5,4482355.6,5569.0
2015-03-01,2067.89,11956.7,11886.8,0.595172161109732,235.976,5.4,17991.348,22.9,4488338.25,5538.0
2015-02-01,2104.5,11847.1,11879.0,0.434304492377206,235.342,5.5,17991.348,-11.2,4496402.25,5510.0
2015-01-01,1994.99,11759.0,11745.6,-0.470589237347324,234.747,5.7,17991.348,11.0,4507150.25,5479.0
2014-12-01,2058.9,11760.0,11684.9,-0.567010091001089,236.252,5.6,17852.54,6.5,4496884.8,5448.0
2014-11-01,2067.56,11615.0,11604.8,-0.539941794106119,236.983,5.8,17852.54,-1.2,4488542.5,5418.0
2014-10-01,2018.05,11538.6,11566.0,-0.251227781255389,237.43,5.7,17852.54,13.5,4469678.6,5387.0
2014-09-01,1972.29,11470.6,11499.8,0.0752568824311014,237.477,5.9,17743.227,11.4,4436408.25,5357.0
2014-08-01,2003.37,11422.7,11458.9,-0.167051416579219,237.46,6.1,17743.227,7.2,4417173.5,5326.0
2014-07-01,1930.67,11391.8,11429.9,-0.0390193964161093,237.498,6.2,17743.227,14.7,4395203.2,5295.0
2014-06-01,1960.23,11336.8,11374.9,0.186212694409411,237.231,6.1,17462.703,40.4,4352084.25,5265.0
2014-05-01,1923.57,11274.8,11321.0,0.34926098400487,236.918,6.3,17462.703,14.5,4322501.5,5234.0
2014-04-01,1883.95,11331.6,11257.7,0.329675445315773,236.468,6.2,17462.703,20.7,4271396.8,5204.0
2014-03-01,1872.34,11278.4,11208.1,0.644004412622824,236.028,6.7,17144.281,30.4,4200543.75,5173.0
2014-02-01,1859.45,11153.4,11178.8,0.369790865096873,235.547,6.7,17144.281,-2.1,4134488.75,5145.0
2014-01-01,1782.59,11101.6,11080.8,0.372024767323605,235.288,6.6,17144.281,9.3,4064681.0,5114.0
2013-12-01,1848.36,11104.3,11035.0,-0.008581149788259,234.719,6.7,17133.114,2.3,3991804.75,5083.0
2013-11-01,1805.81,10977.2,10969.7,-0.204242419052338,234.1,6.9,17133.114,12.0,3897885.75,5053.0
2013-10-01,1756.54,10933.0,10961.6,-0.257528325980464,233.669,7.2,17133.114,9.4,3800415.6,5022.0
2013-09-01,1681.55,10805.9,10837.2,0.116300448526347,233.544,7.2,16911.068,4.2,3693106.75,4992.0
2013-08-01,1632.97,10738.0,10776.6,0.12029315570472,233.456,7.2,16911.068,2.9,3630451.5,4961.0
2013-07-01,1685.73,10682.3,10718.4,0.0393997533233011,232.9,7.3,16911.068,-12.7,3536213.8,4930.0
2013-06-01,1606.28,10643.3,10678.7,0.23997080855995,232.445,7.5,16699.551,-6.6,3440056.75,4900.0
2013-05-01,1630.74,10578.7,10621.0,0.178040777358723,231.893,7.5,16699.551,-2.2,3355983.8,4869.0
2013-04-01,1597.57,10655.8,10586.3,-0.103963947708716,231.797,7.6,16699.551,-9.6,3264238.0,4839.0
2013-03-01,1569.19,10626.9,10558.3,0.261450858437495,232.282,7.5,16629.05,-9.5,3170836.25,4808.0
2013-02-01,1514.68,10480.0,10501.3,0.819002952926876,232.937,7.7,16629.05,1.7,3068737.5,4780.0
2013-01-01,1498.11,10506.6,10482.9,0.295730419292604,231.679,8.0,16629.05,10.4,2966026.0,4749.0
2012-12-01,1426.19,10531.4,10459.7,-0.269306449020735,231.221,7.9,16420.386,7.4,2901149.5,4718.0
2012-11-01,1416.18,10343.0,10337.6,-0.473808669488188,231.249,7.7,16420.386,-9.7,2857639.75,4688.0
2012-10-01,1412.16,10245.8,10267.3,-0.0388925140553232,231.638,7.8,16420.386,-9.3,2826340.2,4657.0
2012-09-01,1440.67,10165.2,10200.8,0.446221226761131,231.015,7.8,16319.54,4.9,2817998.0,4627.0
2012-08-01,1406.58,10069.0,10121.3,0.556515818143709,229.918,8.1,16319.54,-8.5,2835903.8,4596.0
2012-07-01,1379.32,10005.9,10051.8,-0.162978586182561,228.59,8.2,16319.54,1.2,2858742.25,4565.0
2012-06-01,1362.16,9960.8,9999.3,-0.146639688445049,228.524,8.2,16207.13,-3.1,2863935.25,4535.0
2012-05-01,1310.33,9882.9,9928.4,-0.117347936632105,228.713,8.2,16207.13,1.9,2856408.8,4504.0
2012-04-01,1397.91,9948.9,9884.6,0.302102950408034,229.187,8.2,16207.13,-0.8,2868779.5,4474.0
2012-03-01,1408.47,9903.1,9830.6,0.759455862393086,228.807,8.2,16068.824,-14.0,2887400.75,4443.0
2012-02-01,1365.68,9787.0,9785.7,0.440297355127631,228.329,8.3,16068.824,-7.3,2930028.6,4414.0
2012-01-01,1312.41,9761.9,9733.3,0.440019142826751,227.842,8.3,16068.824,-35.5,2914091.0,4383.0
2011-12-01,1257.6,9729.2,9660.1,-0.246651637713817,227.223,8.5,15842.267,4.9,2891431.25,4352.0
2011-11-01,1246.96,9633.1,9612.6,-0.084356133044206,227.169,8.6,15842.267,6.2,2826018.4,4322.0
2011-10-01,1253.3,9550.1,9562.1,-0.206268263335836,226.75,8.8,15842.267,-14.4,2854768.75,4291.0
2011-09-01,1131.42,9500.3,9528.3,0.151846211569461,226.597,9.0,15647.681,-18.8,2857844.25,4261.0
2011-08-01,1218.89,9461.8,9507.6,0.27575889023645,226.106,9.0,15647.681,-6.5,2862294.4,4230.0
2011-07-01,1292.28,9266.6,9316.6,0.0886045666793554,225.395,9.0,15647.681,-20.7,2870937.25,4199.0
2011-06-01,1320.64,9113.9,9151.0,-0.107096705669922,224.806,9.1,15557.535,2.0,2829998.4,4169.0
2011-05-01,1345.2,9025.6,9075.5,0.470418752723364,224.806,9.0,15557.535,-43.0,2749165.25,4138.0
2011-04-01,1363.61,9055.6,9004.9,0.643942953545699,224.093,9.1,15557.535,-30.3,2672824.75,4108.0
2011-03-01,1325.83,9000.6,8943.5,0.975107203050938,223.046,9.0,15351.444,-3.9,2585921.6,4077.0
2011-02-01,1327.22,8887.1,8886.9,0.493136502545162,221.898,9.0,15351.444,-2.0,2503101.5,4049.0
2011-01-01,1286.12,8850.0,8823.1,0.476323005397414,221.187,9.1,15351.444,-46.8,2443350.75,4018.0
2010-12-01,1257.64,8857.6,8801.8,0.171844078920309,220.472,9.3,15309.471,2.6,2392792.8,3987.0
2010-11-01,1180.55,8775.5,8770.0,0.0420646423819507,219.59,9.8,15309.471,-28.6,2318562.5,3957.0
2010-10-01,1183.26,8710.4,8749.4,0.124519888847696,219.035,9.4,15309.471,-7.9,2304744.25,3926.0
2010-09-01,1141.2,8649.5,8700.1,0.0581736230715569,218.275,9.5,15141.605,-17.9,2302048.2,3896.0
2010-08-01,1049.33,8607.7,8669.1,0.138066427840807,217.923,9.5,15141.605,2.6,2317257.75,3865.0
2010-07-01,1101.6,8576.9,8618.8,0.0211043057371509,217.605,9.4,15141.605,-20.9,2332653.0,3834.0
2010-06-01,1030.71,8606.4,8609.0,-0.0976267084673888,217.199,9.4,14980.193,-23.6,2337528.2,3804.0
2010-05-01,1089.41,8584.2,8589.9,0.0775197354237721,217.29,9.6,14980.193,-40.4,2336844.75,3773.0
2010-04-01,1186.69,8601.8,8535.2,0.173688491069743,217.403,9.9,14980.193,126.5,2328793.5,3743.0
2010-03-01,1169.43,8576.6,8504.5,0.410628353657108,217.353,9.9,14764.611,6.6,2298248.4,3712.0
2010-02-01,1104.49,8508.4,8507.4,0.024920738207648,217.281,9.8,14764.611,-26.6,2267655.0,3684.0
2010-01-01,1073.87,8464.4,8458.1,0.34174735701485,217.488,9.8,14764.611,-167.1,2256759.25,3653.0
2009-12-01,1115.1,8543.7,8496.0,-0.176119816946313,217.347,9.9,14651.248,-22.9,2219508.2,3622.0
2009-11-01,1095.63,8501.2,8500.8,0.0707753368767079,217.234,9.9,14651.248,-37.1,2179085.75,3592.0
2009-10-01,1036.19,8426.4,8471.1,0.0963101185818578,216.509,10.0,14651.248,-34.2,2173862.25,3561.0
2009-09-01,1057.08,8394.9,8444.2,0.0625480693495817,215.861,9.8,14448.882,-42.9,2122599.6,3531.0
2009-08-01,1020.62,8386.7,8445.0,0.224285004481049,215.445,9.6,14448.882,-46.4,2035345.0,3500.0
2009-07-01,987.48,8407.6,8445.1,-0.158558692215323,214.726,9.5,14448.882,-50.6,2022495.4,3469.0
2009-06-01,919.32,8441.3,8440.5,0.858989226395336,214.79,9.5,14381.236,-27.3,2057409.0,3439.0
2009-05-01,919.14,8428.6,8430.7,0.288876383417745,213.022,9.4,14381.236,-24.0,2134990.5,3408.0
2009-04-01,872.81,8441.5,8372.9,0.249636827778799,212.709,9.0,14381.236,-21.6,2123941.6,3378.0
2009-03-01,797.87,8441.1,8369.3,0.24317484554154,212.495,8.7,14430.901,8.4,1985230.5,3347.0
2009-02-01,735.09,8305.2,8303.1,0.497293303590475,212.705,8.3,14430.901,2.5,1882057.25,3319.0
2009-01-01,825.88,8276.4,8273.7,0.435241737542101,211.933,7.8,14430.901,-25.7,2034315.75,3288.0
2008-12-01,903.25,8231.5,8192.1,-1.03424738142875,211.398,7.3,14608.208,-58.1,2223188.4,3257.0
2008-11-01,896.24,8012.5,8015.8,-1.91528953285958,213.153,6.8,14608.208,-18.2,2145545.75,3227.0
2008-10-01,968.75,7922.1,7965.3,-1.01013332845789,216.995,6.5,14608.208,63.7,1728132.0,3196.0
2008-09-01,1166.36,7815.6,7859.5,-0.138301854066455,218.877,6.1,14898.999,25.7,1010064.0,3166.0
2008-08-01,1282.83,7742.7,7790.2,-0.399156225564174,218.69,6.1,14898.999,-0.6,906925.0,3135.0
2008-07-01,1267.38,7745.0,7775.4,0.525101112812213,219.016,5.8,14898.999,10.4,906594.2,3104.0
2008-06-01,1280.0,7731.7,7728.9,1.0076996934894,217.463,5.6,14865.701,-0.7,895940.5,3074.0
2008-05-01,1400.38,7709.1,7711.2,0.842088603175631,215.208,5.4,14865.701,12.6,893563.0,3043.0
2008-04-01,1385.59,7767.6,7699.2,0.606477838971956,213.942,5.0,14865.701,7.7,887107.2,3013.0
2008-03-01,1322.7,7719.2,7656.2,0.866821293098967,213.448,5.1,14706.538,17.0,890603.25,2982.0
2008-02-01,1330.63,7585.2,7590.6,0.290411218495348,212.687,4.9,14706.538,11.5,882373.75,2953.0
2008-01-01,1378.55,7502.6,7505.5,0.497057647260469,212.174,5.0,14706.538,-1.8,895567.2,2922.0
2007-12-01,1468.36,7504.2,7471.6,-0.0670863129647814,211.445,5.0,14715.058,21.2,886437.5,2891.0
2007-11-01,1481.14,7436.8,7441.8,0.593961787341581,210.834,4.7,14715.058,14.1,887219.0,2861.0
2007-10-01,1549.38,7378.6,7417.2,0.213919132812117,209.19,4.7,14715.058,-7.3,878830.0,2830.0
2007-09-01,1526.75,7367.6,7403.2,0.275590740535893,208.547,4.7,14564.117,21.5,879853.75,2800.0
2007-08-01,1473.99,7347.2,7385.1,-0.183390222708711,207.667,4.6,14564.117,26.6,868030.8,2769.0
2007-07-01,1455.27,7287.9,7309.0,-0.0254377207802054,207.603,4.7,14564.117,19.2,872583.5,2738.0
2007-06-01,1503.35,7285.1,7278.6,0.193797517660565,207.234,4.6,14402.082,24.5,868210.0,2708.0
2007-05-01,1530.62,7241.0,7245.4,0.61107186747047,206.755,4.4,14402.082,-8.1,876422.4,2677.0
2007-04-01,1482.37,7296.5,7231.3,0.649616268650889,205.904,4.5,14402.082,13.3,868133.5,2647.0
2007-03-01,1420.86,7207.6,7159.1,0.910569585108543,205.288,4.4,14215.651,17.0,869241.0,2616.0
2007-02-01,1406.82,7109.7,7125.3,0.535036755987662,204.226,4.5,14215.651,4.6,868256.5,2588.0
2007-01-01,1438.24,7098.2,7109.6,0.305252725470763,203.437,4.6,14215.651,15.7,862377.4,2557.0
2006-12-01,1418.3,7100.1,7071.6,0.148883374689833,203.1,4.4,14039.56,10.0,864418.25,2526.0
2006-11-01,1400.63,7024.9,7028.4,-0.148662041625379,202.0,4.5,14039.56,14.6,859521.0,2496.0
2006-10-01,1377.94,6962.5,6993.3,-0.542138984721521,201.9,4.4,14039.56,23.2,851086.0,2465.0
2006-09-01,1335.85,6919.7,6944.2,-0.490436488474757,202.8,4.5,13870.188,31.6,845981.75,2435.0
2006-08-01,1303.82,6892.3,6917.1,0.196560196560197,203.8,4.7,13870.188,-6.5,845594.0,2404.0
2006-07-01,1276.66,6873.6,6886.3,0.295712173484489,202.9,4.7,13870.188,0.7,847986.75,2373.0
2006-06-01,1270.2,6852.1,6844.9,0.197530864197532,201.8,4.6,13753.424,17.0,847214.75,2343.0
2006-05-01,1270.09,6798.4,6806.9,0.496277915632743,201.3,4.6,13753.424,20.7,844002.6,2312.0
2006-04-01,1310.61,6860.1,6800.1,0.850850850850834,200.7,4.7,13753.424,3.7,839332.75,2282.0
2006-03-01,1294.87,6796.7,6762.9,0.55359838953198,199.7,4.7,13599.16,-4.7,839789.0,2251.0
2006-02-01,1280.66,6724.2,6748.6,0.20171457387795,199.4,4.8,13599.16,14.4,835213.5,2223.0
2006-01-01,1280.08,6707.1,6724.3,0.762195121951216,199.3,4.7,13599.16,22.0,838455.25,2192.0
2005-12-01,1248.29,6708.9,6681.9,-0.40485829959513,198.1,4.9,13324.204,31.2,841163.0,2161.0
2005-11-01,1249.48,6655.7,6655.0,-0.803212851405626,198.1,5.0,13324.204,9.0,827294.2,2131.0
2005-10-01,1207.01,6615.0,6638.6,0.201207243460752,199.1,5.0,13324.204,1.7,820685.75,2100.0
2005-09-01,1228.81,6587.7,6604.3,1.22199592668025,198.8,5.0,13142.642,0.5,821997.5,2070.0
2005-08-01,1220.33,6555.0,6570.2,0.511770726714434,196.1,4.9,13142.642,19.1,816248.0,2039.0
2005-07-01,1234.18,6530.7,6537.4,0.462724935732656,194.9,5.0,13142.642,6.3,816337.25,2008.0
2005-06-01,1191.33,6511.8,6505.8,0.0514403292181004,193.7,5.0,12922.656,-8.1,813598.0,1978.0
2005-05-01,1191.5,6459.8,6473.3,-0.102774922918795,193.6,5.1,12922.656,10.9,806443.75,1947.0
2005-04-01,1156.85,6508.3,6455.9,0.672529746508014,193.7,5.2,12922.656,-0.9,804625.0,1917.0
2005-03-01,1180.59,6464.9,6441.9,0.782064650677772,193.1,5.2,12767.286,12.4,803549.0,1886.0
2005-02-01,1203.6,6405.7,6432.8,0.576822233875206,192.4,5.4,12767.286,12.2,801637.0,1858.0
2005-01-01,1181.27,6404.1,6424.5,0.210194429847596,191.6,5.3,12767.286,-29.4,808065.75,1827.0
2004-12-01,1211.92,6447.4,6418.3,-0.366492146596853,191.7,5.4,12527.214,-18.1,809871.6,1796.0
2004-11-01,1173.82,6405.1,6399.8,0.0523834468308086,191.7,5.4,12527.214,-4.0,799709.0,1766.0
2004-10-01,1130.2,6355.6,6373.3,0.526592943654557,190.8,5.5,12527.214,-1.8,789257.25,1735.0
2004-09-01,1114.58,6334.0,6345.3,0.211081794195252,189.8,5.4,12305.307,10.6,787138.6,1705.0
2004-08-01,1104.24,6300.9,6310.6,0.0527983104540587,189.2,5.4,12305.307,-15.3,771805.25,1674.0
2004-07-01,1101.72,6279.1,6284.3,-0.158144438587237,189.1,5.5,12305.307,22.7,776774.25,1643.0
2004-06-01,1140.84,6272.8,6270.5,0.317292437863566,188.9,5.6,12112.815,31.4,771456.4,1613.0
2004-05-01,1120.68,6249.6,6268.1,0.585106382978719,188.2,5.6,12112.815,-18.3,763907.75,1582.0
2004-04-01,1107.3,6235.9,6191.2,0.320170757737461,187.4,5.6,12112.815,13.4,763188.25,1552.0
2004-03-01,1126.21,6168.5,6150.1,0.644468313641263,187.1,5.8,11923.447,-15.4,756553.8,1521.0
2004-02-01,1144.94,6089.0,6114.3,0.539956803455712,186.7,5.6,11923.447,40.0,754844.25,1492.0
2004-01-01,1131.13,6058.9,6075.5,0.48833423765599,186.3,5.7,11923.447,31.6,761212.75,1461.0
2003-12-01,1111.92,6098.6,6067.3,-0.108401084010841,185.5,5.7,11772.234,-14.1,760941.6,1430.0
2003-11-01,1058.2,6077.0,6069.1,-0.270270270270264,185.0,5.8,11772.234,-20.2,748703.75,1400.0
2003-10-01,1050.71,6048.3,6063.6,-0.107991360691145,184.9,6.0,11772.234,-12.7,748346.0,1369.0
2003-09-01,995.97,6063.9,6072.8,0.325027085590467,185.1,6.1,11566.669,-34.8,744294.25,1339.0
2003-08-01,1008.01,6091.8,6100.8,0.380641653072316,184.5,6.1,11566.669,-6.7,741373.25,1308.0
2003-07-01,990.31,6035.3,6042.7,0.108873162765379,183.7,6.2,11566.669,-7.2,742875.4,1277.0
2003-06-01,974.5,5992.4,5996.0,0.108991825613079,183.1,6.3,11312.766,16.2,739852.0,1247.0
2003-05-01,963.59,5938.2,5959.3,-0.163220892274219,182.9,6.1,11312.766,20.2,739401.25,1216.0
2003-04-01,916.92,5938.5,5898.8,-0.217155266015187,183.2,6.0,11312.766,2.2,738120.8,1186.0
2003-03-01,848.18,5882.1,5861.4,0.600764609502999,183.9,5.9,11174.129,30.6,724786.75,1155.0
